"","X1","X2","Keywords","keywords_clean"
"305","G31","Capital Budgeting; Fixed Investment and Inventory Studies; Capacity","Accelerator, Animal Spirit, Business Investment, Capacity, Capital Budgeting, Capital Expenditure, Corporate Investment, Cost of Capital, Firm Investment, Fixed Asset, Inventory, Investment, Investment Policy, Overcapacity, Overinvestment, Q, Rate of Return, Risk Return. ","accelerator animal spirit business investment capacity capital budgeting capital expenditure corporate investment cost capital firm investment fixed asset inventory investment investment policy overcapacity overinvestment q rate return risk return "
"306","G32","Financing Policy; Financial Risk and Risk Management; Capital and Ownership Structure; Value of Firms; Goodwill","Amortization, Bailouts, Capital, Capital Expenditure, Capital Structure, Capitalization, Corporate Default, Corporate Distress, Corporate Finance, Corporate Ownership, Family Firms, Financial Ratios, Financial Risk, Financing, Financing Policy, Firm Financial Structure, Firm Financing, Firm Ownership, Fixed Asset, Foreign Ownership, Holding Companies, Indebtedness, Intangible Assets, Leasing, Leverage, Modigliani Miller, Ownership, Ownership Structure, Private Ownership Structure, Public Ownership Structure, Shareholder, Shareholding, Shares, Stock Repurchases, Stockholder, Stockholding, Trade Credit, Value at Risk, Value of Firm. ","amortization bailouts capital capital expenditure capital structure capitalization corporate default corporate distress corporate finance corporate ownership family firms financial ratios financial risk financing financing policy firm financial structure firm financing firm ownership fixed asset foreign ownership holding companies indebtedness intangible assets leasing leverage modigliani miller ownership ownership structure private ownership structure public ownership structure shareholder shareholding shares stock repurchases stockholder stockholding trade credit value risk value firm "
"307","G33","Bankruptcy; Liquidation","Bankruptcy, Corporate Default, Corporate Distress, Insolvency, Liquidation. ","bankruptcy corporate default corporate distress insolvency liquidation "
"308","G34","Mergers; Acquisitions; Restructuring; Voting; Proxy Contests; Corporate Governance","Acquisition, Board Behavior, Buyout, Corporate Accountability, Corporate Control, Corporate Governance, Corporate Restructuring, Corporate Voting, Divestiture, Executives, Governance, Mega Mergers, Merger, Proxy Contest, Restructuring, Shareholders, Takeover, Target Firm. ","acquisition board behavior buyout corporate accountability corporate control corporate governance corporate restructuring corporate voting divestiture executives governance mega mergers merger proxy contest restructuring shareholders takeover target firm "
"309","G35","Payout Policy","Corporate Payout, Dividend, Payout Policy, Profit Appropriation, Profit Sharing, Stockholder. ","corporate payout dividend payout policy profit appropriation profit sharing stockholder "
"310","G38","Corporate Finance and Governance: Government Policy and Regulation","Corporate Regulation, Policy, Policy Making, Principles of Corporate Governance, Regulatory, Sarbanes Oxley, Shareholder Rights, Standard, Transparency. ","corporate regulation policy policy making principles corporate governance regulatory sarbanes oxley shareholder rights standard transparency "
"311","G39","Corporate Finance and Governance: Other","None Specified","none specified"
"312","G40","Behavioral Finance: General","Behavioral, Finance. ","behavioral finance "
"313","G41","Behavioral Finance: Role and Effects of Psychological, Emotional, Social, and Cognitive Factors on Decision Making in Financial Markets","Anchoring, Behavioral Finance, Herd Behavior, Hindsight Bias, Investor Overconfidence, Investor Rationality, Loss Aversion, Mental Accounting, Neurofinance, Overreaction, Prospect Theory, Underreaction. ","anchoring behavioral finance herd behavior hindsight bias investor overconfidence investor rationality loss aversion mental accounting neurofinance overreaction prospect theory underreaction "
"314","G50","Household Finance: General","Household Finance, Personal Finance. ","household finance personal finance "
"315","G51","Household Saving, Borrowing, Debt, and Wealth","Annuities, Asset Allocation, Auto Loans, Bequests, Consumer Lending, Credit Cards, Credit Check, Credit Score, Debt Relief, Diversification, FICO, Financial Advisors, Homeowners, Homeownership, Housing Demand, Investment Decisions, Loan Forgiveness, Mortgage Delinquency, Mortgages, Payday Loans, Pensions, Portfolio Choice, Repos, Retirement Account, Retirement Income, Student Loans. ","annuities asset allocation auto loans bequests consumer lending credit cards credit check credit score debt relief diversification fico financial advisors homeowners homeownership housing demand investment decisions loan forgiveness mortgage delinquency mortgages payday loans pensions portfolio choice repos retirement account retirement income student loans "
"316","G52","Household Finance: Insurance","ACA, Affordable Care Act, Annuities, Asset Protection, Automobile Insurance, Deductible, Disability Insurance, Health Insurance, Insurance Premium, Life Insurance, Medicaid, Medicare, Microinsurance, Non-life Insurance, Social Insurance, Social Security. ","aca affordable care act annuities asset protection automobile insurance deductible disability insurance health insurance insurance premium life insurance medicaid medicare microinsurance nonlife insurance social insurance social security "
"317","G53","Household Finance: Financial Literacy","Budgeting Behavior, Financial Ability, Financial Advice, Financial Education, Financial Knowledge, Financial Literacy, Financial Skills. ","budgeting behavior financial ability financial advice financial education financial knowledge financial literacy financial skills "
"318","G59","Household Finance: Other","None Specified","none specified"
"319","H00","Public Economics: General","Public Economics. ","public economics "
"320","H10","Structure and Scope of Government: General","National Government, Regional Government, Roles of Government. ","national government regional government roles government "
"321","H11","Structure, Scope, and Performance of Government","e-Government, Executive, Government, Government Performance, Judiciary, Parliament, Role of Government, Scope of Government, Size of Government, Structure of Government, Wagner's Law. ","egovernment executive government government performance judiciary parliament role government scope government size government structure government wagners law "
